,Name,Company,Praise Level,Comment Number,Language,Price,Issue time,System Require,Game Tags
2679,Hotel Anatolia,Elven Workshop,Mostly Positive,No user reviews,"Indie, Adventure, RPG, RPGMaker, 2D, Great Soundtrack, Isometric, Horror, Pixel Graphics, Casual, Linear, Psychological, Funny, Singleplayer, Story Rich, Walking Simulator, Retro, Interactive Fiction",,"20 Mar, 2017"," Windows 98/XP/Vista/7/8/10,  Intel Pentium III 800 Mhz,  512 MB RAM,  500 MB available space","Indie, Adventure, RPG, RPGMaker, 2D, Great Soundtrack, Isometric, Horror, Pixel Graphics, Casual, Linear, Psychological, Funny, Singleplayer, Story Rich, Walking Simulator, Retro, Interactive Fiction"
2680,WARPZONE DRIFTER,Walter Machado,Positive,No user reviews,"Indie, Action, Retro, Great Soundtrack, Fast-Paced, Arcade, Procedural Generation, Cult Classic",,"19 Nov, 2018"," Windows XP,  3.5 ghz,  4 GB RAM,  1 GB,  Version 9.0c,  300 MB available space","Indie, Action, Retro, Great Soundtrack, Fast-Paced, Arcade, Procedural Generation, Cult Classic"
2681,Clarent Saga: Tactics,David Nguyen,Positive,No user reviews,"Indie, RPG, Strategy",,"25 Sep, 2017"," 1 GHz,  512 MB RAM,  218 MB available space","Indie, RPG, Strategy"
2682,Hero Go,Black House,,No user reviews,"Casual, Indie", 6,"16 May, 2018"," Windows7 or greater,  2 Ghz,  2 GB RAM,  256 mb video memory, shader model 3.0+,  Version 10,  200 MB available space","Casual, Indie"
2683,VOI,Yunus Ayyildiz,Very Positive,No user reviews,"Indie, Casual, Puzzle, Minimalist", 6,"7 Nov, 2016"," Windows XP/Vista/7/8/10,  Any,  512 MB RAM,  Any,  100 MB available space","Indie, Casual, Puzzle, Minimalist"
2684,Red Forest,BiscuitPlay,,No user reviews,"Indie, Adventure, Survival, Action, Horror, Multiplayer, Stealth, Shooter, FPS",,"15 Nov, 2016"," Windows XP, 7, 8, 10,  Dual Core 2.4 GHz,  1 GB RAM,  GeForce GTX 550,  1 GB available space","Indie, Adventure, Survival, Action, Horror, Multiplayer, Stealth, Shooter, FPS"
2685,Francisca,Kiddy,,No user reviews,"Indie, Action, Horror, Casual, Adventure, Stealth",,"27 Jul, 2016"," Windows XP\\Vista\\7\\8,  Athlon 2 X3 450,  1 GB RAM,  GeForce GTS 450,  1 GB available space","Indie, Action, Horror, Casual, Adventure, Stealth"
2686,SOK,Enter Name Here,Positive,No user reviews,"Casual, Puzzle, Sokoban",,"22 Dec, 2017"," Windows 10,  Intel Celeron 1.4 GHz,  512 MB RAM,  Intel HD Graphics,  Version 11,  50 MB available space,  Keyboard","Casual, Puzzle, Sokoban"
2687,Cyborg Arena,Devdan Games,,No user reviews,, 18,"29 Nov, 2017"," Windows XP or Windows 7,  2 GHz Dual-Core 64-bit CPU,  4 GB RAM,  DirectX 9 Compatible GPU with 1 GB Video RAM,  Version 9.0c,  2 GB available space",
2688,Colortone,Greendev.,,No user reviews,"Adventure, Indie, Puzzle",,"29 Oct, 2015"," Windows XP SP2, Vista, or Windows 7,  2.0+ GHz or better (dual core recommended),  2 GB RAM,  NVIDIA 8000 series or higher (Shader Model 3 Compatible),  Version 9.0c,  1 GB available space","Adventure, Indie, Puzzle"
2689,Escort Commander,CKS Tactical,,No user reviews,"Casual, Action, Indie, Strategy, Arcade, Space",,"22 Feb, 2018"," Windows 7 or newer,  1 Ghz or faster processor,  1 GB RAM,  512 MB,  250 MB available space","Casual, Action, Indie, Strategy, Arcade, Space"
2690,Oh My Gore!,bumblebee.,Very Positive,No user reviews,"Indie, Strategy, Gore, Tower Defense, Fantasy, Story Rich, Dark Humor, Comedy, Villain Protagonist", 3,"20 Oct, 2016"," Windows 7 Home Premium 32-bit,  2.2 GHz Dual Core CPU,  3 GB de RAM,  ATI Radeon HD 5400 Series,  Versión 9.0c,  2 GB de espacio disponible,  DirectX 9.0c Compatible Sound Card with Latest Drivers","Indie, Strategy, Gore, Tower Defense, Fantasy, Story Rich, Dark Humor, Comedy, Villain Protagonist"
2691,stepbystep,Evgeny Petrov,,No user reviews,"Strategy, Indie",,"23 Nov, 2018"," Windows 7 or newer,  Intel Ivy Bridge or better,  512 MB RAM,  HD Graphics 4000 or better,  100 MB available space","Strategy, Indie"
2692,King Of Mazes,King Key Games,,No user reviews,"Sexual Content, Casual, Funny, Nudity, Memes, Adventure, RPG, Anime, Mature, Fantasy, NSFW, Relaxing, Visual Novel, Cute, Puzzle, Great Soundtrack, Comedy, Story Rich, Colorful, Swordplay", 11,"16 Mar, 2018"," Vista or higher,  1Ghz,  1 GB RAM,  DirectX compatible card,  Version 9.0,  500 MB available space","Sexual Content, Casual, Funny, Nudity, Memes, Adventure, RPG, Anime, Mature, Fantasy, NSFW, Relaxing, Visual Novel, Cute, Puzzle, Great Soundtrack, Comedy, Story Rich, Colorful, Swordplay"
2693,Elite Archery,RewindApp,,No user reviews,"Indie, Casual, Strategy, Adventure, Action, Relaxing, Fantasy, Arcade, Singleplayer, Cartoony, Short, 2.5D, Physics, Historical, Capitalism, Shooter, 2D, Pixel Graphics, Superhero, Point &amp; Click",,"30 Nov, 2018","Requires a 64-bit processor and operating system,  Windows 7/8/10 - 64bits,  2 GHz Intel Pentium 4 or AMD Athlon or equivalent,  2 GB RAM,  Intel HD Graphique,  150 MB available space,  All","Indie, Casual, Strategy, Adventure, Action, Relaxing, Fantasy, Arcade, Singleplayer, Cartoony, Short, 2.5D, Physics, Historical, Capitalism, Shooter, 2D, Pixel Graphics, Superhero, Point &amp; Click"
2694,Spakoyno: Back to the USSR 2.0,Separate Game Development,,No user reviews,"Adventure, Casual, Visual Novel, Memes", 24,"15 Feb, 2016"," Microsoft® Windows® XP or higher,  512 MB RAM,  Version 9.0,  715 MB available space,  DirectX® Compatible","Adventure, Casual, Visual Novel, Memes"
2695,Kick The Puppet,RewindApp,,No user reviews,"Casual, Action, Indie",,"8 Dec, 2018","Requires a 64-bit processor and operating system,  Windows 7/8/10 - 64bits,  2 GHz Intel Pentium 4 or AMD Athlon or equivalent,  2 GB RAM,  Intel HD Graphique,  120 MB available space,  All","Casual, Action, Indie"
2696,"""Alices Patchwork""",Creobit,Very Positive,No user reviews,"Casual, Puzzle", 22,"3 Mar, 2016"," Windows XP or higher,  Intel Atom N455 (1660 MHz) or high,  1024 MB RAM,  Intel GMA 3150,  Version 9.0c","Casual, Puzzle"
2697,PEG,"""Arzolas""",Very Positive,No user reviews,"Casual, Indie, Strategy, Puzzle, Minimalist, Relaxing, Atmospheric, 2D", 6,"9 Oct, 2017"," Windows Vista/7/8/10,  2 GHz Dual Core,  2 GB RAM,  Graphics Card Supporting DirectX 9.0c,  Version 9.0c,  100 MB available space,  Any","Casual, Indie, Strategy, Puzzle, Minimalist, Relaxing, Atmospheric, 2D"
2698,Aesthetic Arena,Caden Goodwin,Positive,No user reviews,"Indie, Casual, Action, 1980s, Atmospheric, Great Soundtrack, Shooter, Retro, Arena Shooter, FPS", 6,"20 Apr, 2018"," Windows 7,  Intel Core i3 CPU,  4 GB RAM,  3D graphics card compatible with DirectX,  Version 9.0,  1 GB available space,  Any DirectX Compatible Sound Card","Indie, Casual, Action, 1980s, Atmospheric, Great Soundtrack, Shooter, Retro, Arena Shooter, FPS"
2699,Redemption: Tyranny of Daetorem,ZaPain Games,,No user reviews,"Adventure, Indie, RPG, RPGMaker",,"12 Feb, 2018"," Windows 7/8/8.1/10 32bit,  Intel Core2 Duo or better,  2 GB RAM,  DirectX 9/OpenGL 4.1 capable GPU,  350 MB available space","Adventure, Indie, RPG, RPGMaker"
2700,Suits: A Business RPG,Technomancy Studios,Very Positive,No user reviews,"RPG, Indie, Adventure, Action, RPGMaker, Hand-drawn, Dark Comedy, Memes",,"5 Jan, 2016"," Microsoft® Windows® XP / Vista / 7 (32-bit/64-bit),  Intel® Pentium® 4 2.0 GHz equivalent or faster processor,  512 MB RAM,  Any GPU will do.,  Who uses sound cards?,  Suits: MV Engine does not support Achievements","RPG, Indie, Adventure, Action, RPGMaker, Hand-drawn, Dark Comedy, Memes"
2701,Wayout,Konstructors Entertainment,Very Positive,557,"Indie, Casual, Puzzle, Singleplayer, Difficult, Strategy, Atmospheric, Minimalist, Relaxing, Stylized, 2D, Family Friendly, Abstract, Replay Value, Top-Down, Sandbox, Surreal, Simulation, Point &amp; Click, Open World", 5,"5 Nov, 2016", Windows 7+,"Indie, Casual, Puzzle, Singleplayer, Difficult, Strategy, Atmospheric, Minimalist, Relaxing, Stylized, 2D, Family Friendly, Abstract, Replay Value, Top-Down, Sandbox, Surreal, Simulation, Point &amp; Click, Open World"
2702,Greyfox RPG,Lesley Dodd,Mostly Positive,No user reviews,"RPGMaker, Adventure, Indie, RPG, Anime, Singleplayer, Female Protagonist, Pixel Graphics, Casual, 2D, Story Rich, Exploration, Retro, JRPG, Fantasy, Comedy, Short, ""Shoot Em Up"", Atmospheric, Family Friendly", 5,"24 Feb, 2015"," Windows XP, Vista, 7, 8,  Intel Pentium III 800 MHz,  512 MB RAM,  Version 9.0,  250 MB available space","RPGMaker, Adventure, Indie, RPG, Anime, Singleplayer, Female Protagonist, Pixel Graphics, Casual, 2D, Story Rich, Exploration, Retro, JRPG, Fantasy, Comedy, Short, ""Shoot Em Up"", Atmospheric, Family Friendly"
2703,Lost Artifacts - Ancient Tribe Survival,Creobit,Positive,No user reviews,"Casual, Strategy, Capitalism, Management, Point &amp; Click",,"2 Feb, 2018"," Windows XP SP3 x64,  1500 MHz","Casual, Strategy, Capitalism, Management, Point &amp; Click"
2704,Lost with Dinosaurs,Mihai Morosanu,,No user reviews,"Adventure, Action, Indie", 6,"9 Sep, 2017"," 7,  2 Ghz,  2000 MB RAM,  any with direct X,  Version 9.0,  any","Adventure, Action, Indie"
2705,Trash Story,КиКо,Very Positive,No user reviews,"Casual, Gore, Sexual Content, Violent, Visual Novel", 6,"30 May, 2018"," Windows XP and up,  1 GHz,  512 MB RAM,  DirectX or OpenGL compatible card,  280 MB available space","Casual, Gore, Sexual Content, Violent, Visual Novel"
2706,Space Trade Fleet 1.5,Zeta Heo,,No user reviews,"Indie, Action, Casual, RPG, Shooter",,"19 Apr, 2019"," Vista or Windows 7 (DirectX 11 required),  Dual-Core CPU,  2 GB RAM,  Version 11,  250 MB available space","Indie, Action, Casual, RPG, Shooter"
2707,Half-Life,Valve,Overwhelmingly Positive,"22,266","FPS, Classic, Action, Sci-fi, Singleplayer, Shooter, Multiplayer, First-Person, Aliens, ""1990s"", Story Rich, Adventure, Masterpiece, Atmospheric, Silent Protagonist, Great Soundtrack, Moddable, Linear, Retro, Difficult", 37,"9 Nov, 1998",,"FPS, Classic, Action, Sci-fi, Singleplayer, Shooter, Multiplayer, First-Person, Aliens, ""1990s"", Story Rich, Adventure, Masterpiece, Atmospheric, Silent Protagonist, Great Soundtrack, Moddable, Linear, Retro, Difficult"
2708,Conan the mighty pig,Mihai Morosanu,Very Positive,No user reviews,"Psychological Horror, Action, Indie, Adventure, Nudity, Gore, Female Protagonist, Platformer, Anime, Memes, Survival Horror, Sexual Content, Open World",,"28 Jun, 2016"," xp,  1.3 Ghz,  1000 MB RAM,  any,  Version 9.0a,  100 MB available space,  any","Psychological Horror, Action, Indie, Adventure, Nudity, Gore, Female Protagonist, Platformer, Anime, Memes, Survival Horror, Sexual Content, Open World"
2709,Mahjong Challenge,Mahjong Solitaire,,No user reviews,"Adventure, Sports, Indie, Casual, Card Game, Singleplayer, 2D, Mouse only, Gaming, Strategy, Clicker",,"22 Aug, 2017"," Windows XP, Vista, 7, 8, 10,  Pentium 4 or higher, 2GHz,  1 GB RAM,  128MB or higher,  110 MB available space","Adventure, Sports, Indie, Casual, Card Game, Singleplayer, 2D, Mouse only, Gaming, Strategy, Clicker"
2710,The Warhorn,Pigeons Interactive,Mostly Positive,74,"Early Access, RPG, Adventure, Early Access, Action, Indie, Survival, Open World, Sandbox, Building, Crafting, Exploration, Colorful, Great Soundtrack, Puzzle, Mystery",,"29 Jan, 2019"," 64-bit Windows 7,  Intel Core i5-3330 or AMD FX 8320,  6 GB RAM,  NVIDIA GTX 660 2GB or AMD HD7770,  Version 10,  11 GB available space","Early Access, RPG, Adventure, Early Access, Action, Indie, Survival, Open World, Sandbox, Building, Crafting, Exploration, Colorful, Great Soundtrack, Puzzle, Mystery"
2711,Pranky Cat,FastGame,,No user reviews,"Casual, Indie, Simulation, Sports, Adventure, Strategy, Racing",,"20 Nov, 2018"," Windows XP and newer,  2.0 + GHz,  512 MB RAM,  Integrated Graphics,  200 MB available space,  Integrated Audio,  -","Casual, Indie, Simulation, Sports, Adventure, Strategy, Racing"
2712,Lucky VS Aliens,Creative Black Chair,Mostly Positive,No user reviews,"Casual, Action, Indie, Adventure", 6,"6 Apr, 2018"," 64-bit Windows 7, Windows 8.1, Windows 10,  Intel Pentium G4620 / AMD FX-6300,  4 GB RAM,  GeForce GTX 1050, AMD Radeon RX 550,  Version 9.0,  Broadband Internet connection,  500 MB available space","Casual, Action, Indie, Adventure"
2713,Tiny-Tasy Town,Rabbiroo,Mostly Positive,No user reviews,"Early Access, Casual, Adventure, Indie, Early Access, Simulation, RPG", 38,"15 Oct, 2018","Requires a 64-bit processor and operating system,  Windows 7+,  Intel i3,  2 GB RAM,  ATI 5770,Nvidia GeForce GTX 460,  2 GB available space","Early Access, Casual, Adventure, Indie, Early Access, Simulation, RPG"
2714,Ecchi Cards,Hentai.US,,No user reviews,"Nudity, Sexual Content, Indie, Casual, Card Game, Anime",,"14 Jul, 2018"," Windows XP SP3,  Intel(R) Core(TM)2 Duo 2.4, AMD Athlon(TM) X2 2.8 Ghz,  2 GB RAM,  Geforce 9600 GS, Radeon HD4000, Shader Model 3.0, 512 MB,  500 MB available space,  DirectX compatible","Nudity, Sexual Content, Indie, Casual, Card Game, Anime"
2715,WITCH-BOT MEGLILO,ASTRO PORT,Very Positive,No user reviews,"Indie, Action, ""Shoot Em Up"", Anime, Bullet Hell, Female Protagonist, Singleplayer, Arcade, 2D, Shooter, Pixel Graphics, Casual, Cute, Difficult, Funny, Atmospheric, Futuristic, Colorful, Cartoon, Dark",Free DEMO!,"15 Jul, 2016"," WINDOWS 2000 / XP / 7/ 8 /10,  PentiumIII 1GHz or above,  256 MB RAM,  NVIDIA’s GeForce series / ATI’s RADEON series,  Version 8.0,  100 MB available space","Indie, Action, ""Shoot Em Up"", Anime, Bullet Hell, Female Protagonist, Singleplayer, Arcade, 2D, Shooter, Pixel Graphics, Casual, Cute, Difficult, Funny, Atmospheric, Futuristic, Colorful, Cartoon, Dark"
2716,Rogue Legacy,Cellar Door Games,Very Positive,"12,305","Rogue-like, Platformer, Indie, Action, Singleplayer, 2D, Metroidvania, RPG, Rogue-lite, Pixel Graphics, Side Scroller, Fantasy, Controller, Exploration, Medieval, Addictive, Adventure, Difficult, Replay Value, Procedural Generation", 48,"28 Jun, 2013","Windows XP/Vista/7, \t, 1.6 Ghz, \t, 1 GB RAM, \t, X1950 Pro, 7900 GT, \t, 9.0c, \t, 400 MB HD space, \t, Only available in desktop mode for Windows 8.","Rogue-like, Platformer, Indie, Action, Singleplayer, 2D, Metroidvania, RPG, Rogue-lite, Pixel Graphics, Side Scroller, Fantasy, Controller, Exploration, Medieval, Addictive, Adventure, Difficult, Replay Value, Procedural Generation"
2717,Only Shadows Left Behind,Notor Games Studio,,No user reviews,"Action, Indie, Adventure", 24,"26 Sep, 2018"," Windows XP, Vista, 7, 8.1, 10,  Intel Core 2 Duo (or equivalent),  2048 MB RAM,  with 1024 MB VRAM compatible with DirectX 9,  Version 9.0,  200 MB available space,  Directx 9.0 compatible Sound Card","Action, Indie, Adventure"
2718,Mad Tower Tycoon,Eggcode,Very Positive,No user reviews,"Early Access, Strategy, Early Access, Simulation, Indie, Management, Building", 48,"18 Oct, 2018"," Windows XP,  Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher,  4 GB RAM,  DirectX 10 compatible with 1GB or better,  Version 10,  2 GB available space","Early Access, Strategy, Early Access, Simulation, Indie, Management, Building"
2719,Donald VS Martians,You are Fired! team,,No user reviews,"Action, Indie, Gore, Violent, Nudity, Sexual Content",,"19 Apr, 2019"," Microsoft® Windows® XP / Vista,  Intel Core 2 Duo (or equivalent),  2048 MB RAM,  with 512 MB VRAM compatible with DirectX 9,  Version 9.0,  100 MB available space","Action, Indie, Gore, Violent, Nudity, Sexual Content"
2720,SAMURAI WARRIORS: Spirit of Sanada,"KOEI TECMO GAMES CO., LTD.",Mostly Positive,No user reviews,"Action, Hack and Slash, Historical, Anime", 440,"24 May, 2017","Requires a 64-bit processor and operating system,  Windows® 7, Windows® 8.1, Windows® 10 (64bit required),  Core i7 870,  4 GB RAM,  NVIDIA Geforce GTS 450 or better,  Version 11,  Broadband Internet connection,  27 GB available space,  DirectX 9.0c over,  640×480 pixel over, High Color, VRAM 1GB over","Action, Hack and Slash, Historical, Anime"
2721,Litil Divil,Gremlin Interactive,Positive,No user reviews,"Adventure, Action, Retro, Old School",,"1 Jan, 1993"," Windows XP/Vista/7/8,  1.8 GHz Processor,  512 MB RAM,  3D graphics card compatible with DirectX 7","Adventure, Action, Retro, Old School"
2722,The Last Hope,Atomic Fabrik,,No user reviews,"Indie, Simulation, Adventure, Survival, Exploration, Time Travel, Atmospheric, Great Soundtrack, Space, Realistic, Story Rich, Dark, Mythology, Funny, Horror, Driving, Walking Simulator", 11,"29 Aug, 2016"," Windows 7 x64,  Intel Dual Core e8500 3.2ghz,  2 GB RAM,  GT 240,  Version 9.0,  4 GB available space","Indie, Simulation, Adventure, Survival, Exploration, Time Travel, Atmospheric, Great Soundtrack, Space, Realistic, Story Rich, Dark, Mythology, Funny, Horror, Driving, Walking Simulator"
2723,Peas Adventure,Artur Rezende,,No user reviews,"Casual, Indie",,"18 Apr, 2019","Requires a 64-bit processor and operating system,  windows 64 bits,  Dual core,  2 GB RAM,  512mb dedicated, Compatible with Open GL 2.1,  Version 9.0,  190 MB available space","Casual, Indie"
2724,Under Zero,Dagestan Technology,,No user reviews,"Adventure, Indie, Action, RPG, Horror, Early Access", 24,"25 Mar, 2016"," Microsoft® Windows® XP / Vista,  Intel Core 2 Duo (or equivalent),  2 GB RAM,  1024 Mb,  Version 9.0,  2 GB available space,  DirectX® Compatible","Adventure, Indie, Action, RPG, Horror, Early Access"
2725,AZURA,CUTE ANIME GIRLS,,No user reviews,"RPG, Adventure, Indie, Casual, Strategy, Sexual Content, Nudity, Anime, RPGMaker", 11,"14 Nov, 2017"," Windows 7,  2.0 Ghz or faster,  2 GB RAM,  OpenGL 2.0+ Compatible Card,  2 GB available space","RPG, Adventure, Indie, Casual, Strategy, Sexual Content, Nudity, Anime, RPGMaker"
2726,Cat Girl,夢かき屋,,No user reviews,"Sexual Content, Nudity, Violent, Adventure, Indie, Anime, Visual Novel", 6,"28 Aug, 2017"," WIN7 SP1/WIN8/WIN10/XP,  1.2 GHz,  2 GB RAM,  DirectX 9 compatible graphics card,  2 GB available space","Sexual Content, Nudity, Violent, Adventure, Indie, Anime, Visual Novel"
2727,The Art Of Knuckle Sandwich,Virtual Top,,No user reviews,"Casual, Action, Adventure, RPG",,"17 Aug, 2017"," Win 7 32-bit or higher,  1.8ghz dual core+,  1 GB RAM,  1GB VRAM,  Version 9.0,  500 MB available space","Casual, Action, Adventure, RPG"
2728,"Zom-bie, or Not Zom-bie","""John Michael OBrien II""",,No user reviews,"RPG, Indie, Horror, Atmospheric, Singleplayer, Stylized, Zombies, Action, Turn-Based, Female Protagonist, Pixel Graphics, Survival Horror, Replay Value, Dark Humor, Adventure, Fast-Paced, Hack and Slash, Survival, Strategy, Turn-Based Strategy",,"18 Apr, 2019"," WindowsR 7/8/8.1/10 (32-bit/64-bit),  Intel Core 2 Duo or better,  128 MB RAM,  OpenGL 4.1 capable,  Version 9.0,  226 MB available space","RPG, Indie, Horror, Atmospheric, Singleplayer, Stylized, Zombies, Action, Turn-Based, Female Protagonist, Pixel Graphics, Survival Horror, Replay Value, Dark Humor, Adventure, Fast-Paced, Hack and Slash, Survival, Strategy, Turn-Based Strategy"
2729,Fireboy &amp; Watergirl: Elements,Oslo Albet,Positive,No user reviews,Action, 6,"24 Jan, 2019"," Windows 7,  Intel Pentium 4,  512 MB RAM,  177 MB available space",Action
